PLAYER,TEAM,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,STARTER,HOME,GP
Tomáš Satoranský,NOP,4.9874,0.3333,1.2222,0.0814,0.1111,0.2222,0.1111,0.1111,0.1111,0.1111,0.0,0.2222,0.2222,0.4444,0.1111,0.0,0.5556,0.3333,0.8889,-3.2222,0.0,0.4444,9
Tony Bradley,CHI,5.8633,0.625,1.125,0.3334,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.125,2.0,0.0,0.0,0.75,0.25,0.875,1.25,4.75,0.0,0.5,8
Tony Snell,POR,4.9375,0.6667,1.0,0.3333,0.6667,1.0,0.3333,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,0.3333,2.0,-1.6667,0.0,0.0,3
Torrey Craig,IND,17.6668,2.4444,5.2222,0.3021,1.1111,3.0,0.2486,0.8889,1.1111,0.1944,1.7778,2.1111,3.8889,1.3333,0.3333,0.3333,0.7778,2.1111,6.8889,-1.3333,0.0,0.5556,9
Trae Young,ATL,34.4805,8.0,19.625,0.402,1.5,5.375,0.2812,5.125,5.625,0.8802,0.5,3.25,3.75,9.5,0.875,0.125,3.25,1.0,22.625,0.25,1.0,0.375,8
Tre Jones,SAS,5.8866,1.125,2.125,0.3396,0.0,0.125,0.0,0.375,0.375,0.25,0.0,0.625,0.625,0.875,0.125,0.0,0.125,0.25,2.625,0.5,0.0,0.5,8
Tre Mann,OKC,10.5092,2.0,4.6,0.4242,0.6,1.8,0.2334,0.2,0.8,0.1,0.4,0.6,1.0,0.2,0.2,0.4,0.2,1.0,4.8,-5.0,0.0,0.6,5
Trent Forrest,UTA,2.8305,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3333,0.0,0.0,0.1667,0.3333,0.6667,0.5,0.0,0.3333,6
Trey Burke,DAL,4.8128,0.8333,2.0,0.1737,0.3333,0.8333,0.2222,0.6667,0.6667,0.1667,0.0,0.3333,0.3333,0.6667,0.1667,0.0,0.5,0.0,2.6667,0.1667,0.0,0.3333,6
Trey Lyles,DET,17.1045,2.8571,6.4286,0.4736,1.1429,3.2857,0.3119,2.5714,3.1429,0.5544,1.1429,3.2857,4.4286,1.5714,0.4286,0.2857,1.2857,0.8571,9.4286,-2.0,0.0,0.4286,7
Trey Murphy,NOP,21.0416,1.7778,5.2222,0.3282,1.4444,3.7778,0.348,0.4444,0.5556,0.1111,0.4444,2.2222,2.6667,1.0,0.3333,0.1111,0.8889,1.7778,5.4444,-2.8889,0.0,0.4444,9
Tristan Thompson,SAC,8.6448,1.375,2.25,0.258,0.0,0.0,0.0,0.375,0.625,0.075,0.875,1.5,2.375,0.375,0.0,0.125,0.25,1.0,3.125,-3.25,0.0,0.375,8
Troy Brown,CHI,8.5003,1.125,2.75,0.182,0.5,1.375,0.1979,0.125,0.25,0.0625,0.25,0.875,1.125,0.25,0.125,0.0,0.125,0.875,2.875,0.0,0.0,0.5,8
Ty Jerome,OKC,7.7459,0.5714,2.7143,0.097,0.4286,2.0,0.1071,0.2857,0.2857,0.1429,0.0,0.5714,0.5714,0.8571,0.7143,0.0,0.2857,0.5714,1.8571,3.5714,0.0,0.4286,7
Tyler Cook,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,3
Tyler Herro,MIA,31.5467,8.5714,18.1429,0.4798,2.8571,7.0,0.4167,2.4286,2.8571,0.7381,1.0,5.1429,6.1429,4.4286,0.1429,0.0,2.4286,1.1429,22.4286,11.7143,0.0,0.4286,7
Tyrese Haliburton,SAC,32.6786,5.125,11.25,0.4401,1.0,3.25,0.2686,1.875,2.25,0.6302,0.5,3.125,3.625,5.5,1.375,1.375,1.25,1.0,13.125,-2.0,1.0,0.375,8
Tyrese Maxey,PHI,32.2029,5.375,10.875,0.5155,0.75,2.375,0.2959,2.5,3.0,0.7739,0.375,2.625,3.0,4.25,0.5,0.5,1.875,2.5,14.0,6.25,1.0,0.625,8
Tyus Jones,MEM,16.6414,2.875,5.25,0.536,1.375,2.625,0.4225,0.0,0.0,0.0,0.125,2.25,2.375,3.625,0.75,0.0,0.125,0.5,7.125,-0.75,0.0,0.5,8
Udoka Azubuike,UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4
Udonis Haslem,MIA,0.75,0.1667,0.5,0.0833,0.0,0.1667,0.0,0.0,0.0,0.0,0.1667,0.1667,0.3333,0.0,0.0,0.0,0.0,0.1667,0.3333,-0.1667,0.0,0.3333,6
Usman Garuba,HOU,3.6576,0.2857,0.8571,0.0953,0.0,0.4286,0.0,0.0,0.0,0.0,0.4286,0.7143,1.1429,0.5714,0.1429,0.5714,0.2857,0.4286,0.5714,2.4286,0.0,0.4286,7
Vernon Carey,CHO,0.1305,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,6
Vit Krejci,OKC,1.8096,0.0,0.4,0.0,0.0,0.4,0.0,0.4,0.4,0.2,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.4,-0.2,0.0,0.6,5
Wayne Ellington,LAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5
Wayne Selden,NYK,0.1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2857,0.0,0.5714,7
Wendell Carter,ORL,29.0226,5.0,9.7778,0.5064,1.3333,3.4444,0.5,1.5556,2.2222,0.5945,2.5556,7.6667,10.2222,2.3333,0.6667,0.7778,1.8889,2.8889,12.8889,-2.4444,1.0,0.3333,9
Will Barton,DEN,32.5703,6.125,12.875,0.4509,1.875,5.125,0.32,1.125,1.625,0.4688,0.625,3.5,4.125,4.125,1.375,0.75,2.0,0.875,15.25,4.75,1.0,0.375,8
Willie Cauley-Stein,DAL,11.3853,0.875,2.125,0.2812,0.0,0.125,0.0,0.0,0.0,0.0,1.0,1.875,2.875,0.625,0.25,0.0,0.25,0.625,1.75,1.0,0.0,0.5,8
Willy Hernangómez,NOP,1.1944,0.2222,0.2222,0.1111,0.0,0.0,0.0,0.4444,0.4444,0.1111,0.0,0.2222,0.2222,0.1111,0.0,0.0,0.0,0.2222,0.8889,-1.2222,0.0,0.4444,9
Xavier Tillman,MEM,11.3574,1.375,2.75,0.3178,0.125,0.875,0.125,0.375,0.625,0.1459,1.0,1.75,2.75,0.75,1.25,0.125,0.625,0.625,3.25,-4.75,0.0,0.5,8
Zach LaVine,CHI,35.1273,8.875,18.75,0.4739,2.25,6.5,0.3279,5.75,6.125,0.8031,0.5,5.0,5.5,4.375,0.5,0.375,2.625,1.625,25.75,2.375,1.0,0.5,8
Zeke Nnaji,DEN,1.2458,0.375,0.625,0.1875,0.25,0.375,0.1875,0.0,0.0,0.0,0.125,0.375,0.5,0.0,0.0,0.0,0.0,0.25,1.0,0.375,0.0,0.375,8
Ziaire Williams,MEM,18.3147,1.875,6.0,0.3505,1.25,4.25,0.3806,0.25,0.25,0.125,0.5,1.125,1.625,0.625,0.625,0.5,0.75,1.5,5.25,-2.625,0.0,0.5,8
